InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
15084440,73897445,He Gift,18,2022-12-01 09:13:08,7.58,609227560,United Kingdom
19899345,29268141,Need Gift,7,2023-06-19 08:13:34,36.17,206734138,United Kingdom
82002690,40742903,Also Gift,20,2023-04-20 02:48:14,53.11,662616538,United Kingdom
70800254,58957575,Help Gift,1,2023-05-22 15:23:23,82.83,236460825,United Kingdom
28805530,28582487,Side Gift,13,2023-05-30 17:03:01,56.76,441164901,United Kingdom
62259468,11346732,Hear Gift,9,2023-06-14 14:45:48,84.79,881531386,United Kingdom
57866051,82096452,Available Gift,9,2023-06-22 12:20:43,45.73,494320631,United Kingdom
21456698,68805381,Both Gift,19,2023-02-22 09:04:18,81.89,857833034,United Kingdom
C14756226,18294054,Step Gift,5,2023-04-03 22:30:58,56.85,544923824,United Kingdom
48103396,85367486,Pm Gift,17,2023-01-02 23:08:12,27.56,939196081,United Kingdom
69802680,33076358,Best Gift,12,2022-12-27 23:53:18,4.51,560894778,United Kingdom
85359882,49543687,Attack Gift,8,2023-01-06 03:24:57,28.58,968240369,United Kingdom
72919641,25279959,Involve Gift,18,2022-12-06 08:22:48,92.28,667476582,United Kingdom
38972791,92662249,Less Gift,10,2023-05-03 19:13:49,43.72,910585981,United Kingdom
97622334,96072661,Police Gift,6,2023-01-28 15:40:35,91.05,230041823,United Kingdom
65834139,30216637,Raise Gift,17,2023-04-17 13:50:32,43.8,958578089,United Kingdom
90681241,48971335,Down Gift,1,2023-03-25 10:45:48,6.83,138913702,United Kingdom
97945727,48043151,Know Gift,7,2022-12-30 05:38:00,92.59,925280549,United Kingdom
96218799,59504044,Reality Gift,15,2022-12-14 18:47:20,57.69,599544848,United Kingdom
91863420,36152341,Knowledge Gift,2,2023-01-23 15:36:14,96.21,665573555,United Kingdom
50181521,79278535,Usually Gift,13,2023-01-21 21:12:47,17.52,227056004,United Kingdom
12566324,88171978,Material Gift,4,2023-04-10 21:13:45,92.64,122754441,Germany
69095980,91092446,Arm Gift,18,2022-12-30 21:31:11,5.44,285473871,United Kingdom
77691559,16485379,Family Gift,14,2023-01-22 00:43:05,11.61,583099433,United Kingdom
21015363,21678254,Together Gift,4,2023-04-17 05:01:38,59.4,966154155,United Kingdom
14875553,85338626,We Gift,6,2023-05-15 09:12:37,47.06,613068118,United Kingdom
51796419,36152341,Knowledge Gift,4,2023-02-14 04:07:49,36.54,172694625,United Kingdom
18981596,33855912,Later Gift,7,2023-02-10 19:01:10,80.21,123543638,United Kingdom
85249003,60274549,Toward Gift,7,2023-02-09 19:04:46,26.44,110039393,United Kingdom
74787893,11667371,Third Gift,2,2023-03-15 10:08:51,77.22,336741918,United Kingdom
43176867,18286464,Seat Gift,7,2023-03-05 06:20:26,96.32,480838686,United Kingdom
55540556,68437652,Green Gift,15,2023-04-28 20:12:44,72.78,665848166,United Kingdom
56449186,50187715,Thousand Gift,12,2023-05-18 08:51:44,69.2,621023453,United Kingdom
70545199,33108289,Industry Gift,14,2023-01-28 14:23:50,12.31,559103328,United Kingdom
59100324,48673864,Of Gift,13,2023-06-05 08:17:44,37.26,236365205,United Kingdom
26274316,28959722,Hot Gift,12,2023-02-27 03:21:58,12.98,561623612,United Kingdom
62483819,10997379,Be Gift,5,2023-03-04 17:58:38,40.5,480838686,United Kingdom
13017860,18379206,Term Gift,19,2023-04-04 03:13:44,67.92,182461719,United Kingdom
52467233,92056061,Thus Gift,9,2023-05-09 10:23:16,82.06,469973364,United Kingdom
42532171,33470069,Rise Gift,16,2023-06-12 20:08:34,64.88,298870321,United Kingdom
89486150,36730745,Reflect Gift,17,2023-02-25 17:17:57,22.63,826870870,United Kingdom
73955171,52262287,Phone Gift,7,2023-01-14 06:52:56,48.11,620761973,United Kingdom
46779474,18882974,Different Gift,13,2023-06-02 09:16:13,50.37,367215248,United Kingdom
52215612,28582487,Side Gift,5,2023-05-12 19:11:04,39.4,669027248,United Kingdom
22418193,21098399,Realize Gift,8,2022-12-30 15:38:51,5.13,673253184,United Kingdom
C31096311,71506394,Age Gift,5,2023-02-01 22:23:58,68.89,691692216,United Kingdom
27568429,86348824,Street Gift,9,2022-12-07 19:39:05,31.15,206401340,United Kingdom
82831902,10427608,World Gift,16,2023-01-25 18:18:19,94.66,516008202,United Kingdom
67820173,35738687,People Gift,1,2023-02-04 13:05:11,47.59,783255606,United Kingdom
65895891,64424901,Measure Gift,12,2023-01-04 00:31:07,87.29,654889964,United Kingdom
31154868,16476651,Yourself Gift,13,2023-05-23 02:18:55,65.31,843933648,United Kingdom
17596507,78025106,Behind Gift,5,2023-06-25 11:24:49,84.51,665447361,United Kingdom
17208516,20573423,Eight Gift,6,2023-03-17 08:04:23,18.13,271287602,United Kingdom
20397215,25421308,Little Gift,12,2023-06-28 20:37:15,91.39,985109299,Netherlands
39092244,41579046,Hear Gift,12,2023-05-06 11:13:49,56.09,666519989,United Kingdom
15466175,37996499,Though Gift,10,2023-04-17 08:48:03,86.16,380841810,United Kingdom
59902573,41582886,Maintain Gift,9,2023-02-05 22:10:34,59.01,217102552,United Kingdom
84901734,74776336,Knowledge Gift,19,2023-04-08 14:29:53,25.86,572247847,United Kingdom
72432481,58742482,Action Gift,19,2022-12-16 13:05:21,13.86,792926136,United Kingdom
59104745,58957575,Help Gift,17,2023-03-07 20:32:56,69.67,497365002,United Kingdom
67283802,65443788,Most Gift,9,2023-06-09 08:51:23,60.62,441921512,United Kingdom
78177874,93988140,Give Gift,18,2023-01-20 16:17:00,68.59,295851013,United Kingdom
18031559,66606193,Without Gift,3,2023-03-24 09:40:41,41.97,727752849,United Kingdom
88792486,68671197,Bring Gift,2,2023-01-15 08:18:13,77.99,674674470,United Kingdom
93477600,41321777,Century Gift,13,2023-04-22 07:13:54,82.14,200190722,United Kingdom
88738999,36930756,Later Gift,14,2023-06-22 09:51:10,22.0,510732908,United Kingdom
95977068,80597183,By Gift,9,2022-12-12 21:06:13,73.62,372479454,United Kingdom
59598361,35147384,Marriage Gift,16,2023-02-04 01:40:44,23.16,280391020,United Kingdom
33124410,72433952,Off Gift,16,2023-05-09 22:44:37,3.95,408874046,United Kingdom
24236859,11312895,About Gift,10,2023-01-27 11:32:00,32.08,382960685,United Kingdom
30299172,42814242,Success Gift,18,2023-04-08 18:27:49,83.47,515002316,United Kingdom
77908672,15191808,Forward Gift,11,2023-01-07 08:57:38,98.88,570067554,United Kingdom
16317982,35702773,Almost Gift,11,2023-06-01 21:51:46,47.1,258610916,United Kingdom
69225704,72336170,Heavy Gift,18,2023-05-29 19:33:46,60.33,328257528,United Kingdom
47400972,54846771,Free Gift,4,2022-12-17 19:43:53,36.69,843933648,United Kingdom
90333321,91200407,Sometimes Gift,17,2023-06-17 22:56:55,91.91,637460261,United Kingdom
25985398,56193755,Back Gift,8,2023-06-26 02:24:12,17.89,989375985,United Kingdom
C46471734,69095703,Within Gift,3,2023-01-05 03:46:25,34.3,386545143,United Kingdom
24786316,22637017,Area Gift,14,2023-02-08 02:06:10,92.96,201408265,United Kingdom
53492623,21385644,It Gift,10,2023-01-21 02:32:51,87.95,335315132,United Kingdom
35436798,27582261,Citizen Gift,16,2023-03-07 12:12:49,2.76,434997324,United Kingdom
54025221,49518875,Daughter Gift,4,2023-01-19 23:30:34,81.66,983122440,United Kingdom
47049044,26360540,Across Gift,16,2023-06-23 03:07:19,81.37,266636042,United Kingdom
83344188,69588863,Republican Gift,18,2023-04-16 08:07:43,38.94,832923839,United Kingdom
43897399,43309890,Finally Gift,17,2023-01-30 07:54:23,87.82,963115466,United Kingdom
98428994,33108289,Industry Gift,5,2023-05-02 00:07:03,77.6,474428487,United Kingdom
76098572,67537020,Job Gift,15,2023-06-27 01:35:09,39.21,921254997,United Kingdom
45967315,10710600,Boy Gift,15,2022-12-04 18:47:34,79.71,268285530,United Kingdom
10071582,61453889,At Gift,20,2023-06-11 03:24:08,10.35,858413491,United Kingdom
20725626,60572854,Establish Gift,2,2023-01-23 21:48:12,90.41,688028309,United Kingdom
64110760,55012620,Assume Gift,3,2023-06-06 15:42:47,31.43,447051534,United Kingdom
43957379,75313657,Day Gift,16,2022-12-31 17:41:44,43.68,697391584,United Kingdom
52434388,20615851,Little Gift,8,2023-05-11 21:01:14,98.03,695217552,United Kingdom
59372277,31710316,Take Gift,15,2023-01-15 21:52:21,81.75,660568580,United Kingdom
47725834,34056901,Where Gift,11,2023-02-25 06:54:39,95.59,821003304,United Kingdom
C58479866,81148996,Poor Gift,14,2022-12-09 18:18:37,85.14,446884952,United Kingdom
24869861,44102961,Maybe Gift,16,2023-05-12 09:56:08,42.51,900864415,United Kingdom
17992028,15794018,Not Gift,1,2023-06-14 05:42:43,24.54,661086243,United Kingdom
57391410,19402279,Always Gift,12,2023-03-20 02:27:13,71.93,676711285,United Kingdom
76990043,15026706,Word Gift,9,2023-06-26 00:14:40,71.62,688195520,United Kingdom
39973808,22252637,Western Gift,20,2023-02-02 13:12:31,74.49,902751336,United Kingdom
67356196,99871048,Country Gift,1,2022-12-22 22:57:06,30.61,968031189,Australia
85569858,58125209,Night Gift,20,2023-04-14 02:47:15,19.68,778306137,United Kingdom
70953847,47758713,From Gift,10,2022-12-13 14:50:02,84.85,228858037,United Kingdom
11109200,72525841,Above Gift,8,2023-03-23 01:51:29,24.83,677934323,Netherlands
64062745,11086185,Travel Gift,13,2022-12-21 04:34:12,74.11,958498192,United Kingdom
47762774,95070122,We Gift,13,2023-05-16 20:17:09,96.28,552204820,United Kingdom
21439624,50043609,Staff Gift,16,2023-03-28 17:11:21,93.22,483814791,United Kingdom
45522090,93067218,Deep Gift,14,2023-02-26 00:05:07,29.03,207056919,United Kingdom
30065376,13167875,Quickly Gift,15,2023-05-16 07:59:12,92.64,922872741,United Kingdom
38526350,81286389,Poor Gift,9,2023-05-16 16:26:20,69.09,574568163,United Kingdom
93473181,31848844,Describe Gift,3,2023-02-06 12:37:01,51.17,560894778,United Kingdom
24930582,69235470,Necessary Gift,5,2023-03-30 07:16:59,26.34,268285530,United Kingdom
81833434,12693570,Hot Gift,6,2023-03-05 11:55:57,44.24,642099158,United Kingdom
49320623,59853057,Painting Gift,9,2023-03-19 18:23:48,70.16,529474268,United Kingdom
85175578,23520971,Themselves Gift,3,2023-05-27 14:13:02,86.7,505974188,United Kingdom
38660617,70960928,Network Gift,8,2023-05-03 13:09:43,17.8,261991898,United Kingdom
37068495,36227756,Hit Gift,19,2023-01-30 17:05:04,10.57,954088080,United Kingdom
71107728,35117317,Physical Gift,2,2022-12-29 22:10:59,18.01,678579515,United Kingdom
22588223,64096466,Could Gift,19,2023-06-18 21:54:48,86.28,724069630,United Kingdom
12681327,68959909,Class Gift,2,2023-03-25 05:22:27,30.57,334623865,United Kingdom
37561381,63858294,Director Gift,6,2023-06-11 22:42:20,65.95,892534092,United Kingdom
30683451,53844766,Tend Gift,20,2023-06-06 01:40:40,93.4,953507424,United Kingdom
59348873,71382752,Decade Gift,5,2022-12-01 21:41:41,42.51,619953221,United Kingdom
18640529,60327579,Resource Gift,7,2022-12-01 18:32:45,26.09,190390894,United Kingdom
86146982,85516175,Case Gift,4,2023-06-04 20:09:35,5.82,311333679,United Kingdom
65099007,95293753,My Gift,2,2022-12-16 08:10:01,14.54,862621205,United Kingdom
76841731,33483575,He Gift,16,2023-01-17 18:13:58,91.68,424602127,United Kingdom
89057117,32484839,There Gift,13,2023-02-10 12:46:37,71.38,477278806,United Kingdom
53472127,91180128,Plan Gift,3,2023-03-30 10:41:43,83.29,811657140,United Kingdom
60417526,55391782,Television Gift,4,2023-05-11 19:26:42,14.6,964157358,United Kingdom
92794748,52025206,Interesting Gift,11,2022-12-02 02:59:17,31.86,362514726,United Kingdom
14727666,20288801,Certain Gift,9,2022-12-18 12:23:16,14.19,312214497,United Kingdom
75420850,17461475,Determine Gift,20,2022-12-13 20:56:55,72.96,218412966,United Kingdom
42137402,26563896,Hour Gift,17,2023-04-28 03:26:54,95.45,666965759,United Kingdom
63183276,13915214,Manage Gift,13,2023-01-03 15:03:30,44.02,234298383,United Kingdom
63691486,35002570,Without Gift,18,2023-01-19 21:51:38,97.84,731829856,United Kingdom
98098353,95344458,On Gift,14,2023-03-19 20:28:28,1.1,101283675,United Kingdom
86169688,11239177,Method Gift,5,2023-01-25 22:45:18,49.46,742474677,United Kingdom
93700232,30725237,Choice Gift,19,2023-06-27 09:24:04,66.47,482300092,United Kingdom
94717317,14943164,Letter Gift,13,2022-12-15 18:35:29,86.16,756979530,United Kingdom
71697671,28789243,Public Gift,16,2023-06-15 21:40:58,78.18,549209138,United Kingdom
C44457943,23728975,Avoid Gift,4,2023-01-20 22:31:38,49.43,839940979,United Kingdom
28605293,52325650,Nature Gift,3,2023-03-19 11:18:02,21.48,770310776,Australia
60428253,36136470,Choose Gift,11,2023-06-19 01:31:17,48.26,562643784,United Kingdom
11250289,73133105,Direction Gift,17,2023-06-29 10:22:34,77.49,163344338,United Kingdom
36091994,74676980,Finally Gift,2,2022-12-05 02:41:31,70.83,194757148,United Kingdom
93519967,57972649,Home Gift,4,2022-12-13 16:24:30,65.08,958673820,United Kingdom
C41300637,10839144,Type Gift,8,2023-01-14 12:16:35,46.33,258610916,United Kingdom
45747991,28666256,Bank Gift,18,2023-01-06 01:09:24,42.88,662111821,United Kingdom
49832940,56525287,Modern Gift,4,2023-03-21 13:26:54,28.66,653068980,United Kingdom
52062667,78744747,Argue Gift,13,2023-05-20 07:50:28,18.59,386699936,United Kingdom
86851533,11847514,Rich Gift,8,2023-02-23 08:27:05,18.29,891131194,United Kingdom
89876591,87039278,Game Gift,20,2023-02-18 13:20:34,13.28,618302796,United Kingdom
53383032,56456312,Area Gift,9,2023-03-16 04:36:28,11.38,536762936,United Kingdom
42049768,70315243,Want Gift,11,2023-01-22 18:24:38,24.54,535399725,United Kingdom
10414891,82307334,Help Gift,4,2023-02-21 21:16:52,1.11,911564119,United Kingdom
78790114,48147481,Study Gift,2,2023-01-07 16:53:07,94.88,878287162,United Kingdom
40068753,65013520,Again Gift,7,2023-01-14 11:33:34,82.93,284145261,United Kingdom
15941424,72538746,Sometimes Gift,20,2023-05-11 18:16:38,35.62,162780052,United Kingdom
40095358,24939870,Apply Gift,19,2022-12-26 03:01:22,7.32,961737634,United Kingdom
16023285,23728975,Avoid Gift,3,2022-12-09 23:28:06,97.71,752150915,United Kingdom
87475032,66116535,Significant Gift,4,2023-01-31 02:24:31,8.26,814911011,United Kingdom
70144973,61821836,Carry Gift,11,2023-04-23 07:09:29,70.93,118816834,United Kingdom
80474464,62942251,Sing Gift,12,2023-03-20 04:58:17,56.32,675053860,United Kingdom
48497239,39089775,Fire Gift,3,2023-06-21 16:33:48,58.92,404842771,United Kingdom
77338195,23064183,Service Gift,16,2023-01-05 21:21:06,24.14,455380020,United Kingdom
14948349,88798117,Number Gift,19,2023-01-13 10:22:26,91.64,857873229,United Kingdom
14760179,50953162,Fast Gift,5,2023-01-21 08:13:44,17.01,338817903,United Kingdom
85733959,46139544,Type Gift,1,2023-01-19 16:50:46,82.99,736979158,United Kingdom
73663109,83765675,Head Gift,15,2023-05-06 23:33:28,65.12,917470651,United Kingdom
37088498,29774437,Often Gift,18,2023-01-21 19:32:09,22.61,886962221,United Kingdom
72196176,68671197,Bring Gift,7,2022-12-19 15:15:53,29.56,873945559,United Kingdom
15961793,32371090,Back Gift,7,2023-01-08 16:37:28,95.35,316533283,United Kingdom
29121563,95070122,We Gift,5,2023-05-29 05:45:14,63.17,989922935,United Kingdom
45961425,67245474,Police Gift,13,2023-01-26 01:30:10,97.72,456153057,United Kingdom
12858563,12080392,Never Gift,17,2023-03-30 14:52:08,13.51,413496052,United Kingdom
19302137,96934087,Street Gift,4,2023-01-28 07:35:39,98.1,707916055,United Kingdom
C15927443,21424013,Language Gift,7,2023-03-14 11:02:26,86.19,958458496,United Kingdom
58285862,55842044,Miss Gift,1,2023-06-17 08:44:26,91.65,842631936,United Kingdom
25172605,30903944,Least Gift,16,2023-06-13 16:17:58,63.14,213706492,United Kingdom
C45629580,42513012,Own Gift,14,2023-04-04 15:42:02,62.17,664886985,United Kingdom
39665904,62352454,Guy Gift,6,2023-04-02 11:10:49,76.03,215082103,United Kingdom
41505770,51223046,Alone Gift,13,2023-06-11 23:00:57,41.96,761219342,United Kingdom
36945100,14934259,Program Gift,10,2023-04-30 23:33:51,82.8,161696721,United Kingdom
55313121,81598394,Know Gift,12,2023-01-13 22:46:38,85.6,492812296,United Kingdom
38632575,82540719,Until Gift,14,2022-12-22 08:03:46,9.06,334927744,United Kingdom
55797619,70541796,According Gift,12,2022-12-26 16:32:44,70.46,307272423,United Kingdom
66039009,99909980,Certainly Gift,17,2023-01-16 02:58:33,46.01,805414037,United Kingdom
37953548,50672122,Card Gift,6,2023-03-31 16:25:42,36.46,723095082,United Kingdom
48996766,13280923,Hand Gift,7,2023-04-04 06:21:36,1.92,137917155,United Kingdom
47057780,47382136,Care Gift,13,2023-03-12 12:04:23,54.34,404842771,United Kingdom
50293754,17109491,Risk Gift,16,2023-05-04 04:12:41,41.98,452799703,United Kingdom
76952779,24100133,Machine Gift,19,2023-01-17 11:29:27,58.0,572826166,United Kingdom
78872491,48576726,Once Gift,1,2023-04-29 12:49:23,42.88,842177267,United Kingdom
21863125,63125277,Deal Gift,15,2023-01-12 23:15:34,6.21,220795049,United Kingdom
15433077,80702150,Couple Gift,13,2023-01-12 10:17:10,11.88,745290301,United Kingdom
92042544,85512671,Plan Gift,11,2023-02-21 00:26:31,2.09,942410199,United Kingdom
62354252,24939870,Apply Gift,3,2023-02-11 21:34:28,16.75,833734474,United Kingdom
16918933,66303024,Base Gift,9,2023-06-08 14:44:14,22.67,138302633,United Kingdom
88383688,75506430,Low Gift,6,2023-01-13 06:32:00,17.25,471372408,United Kingdom
60880951,64479529,Little Gift,10,2023-04-04 16:41:17,14.76,673253184,United Kingdom
28724391,94578163,Continue Gift,15,2023-01-11 07:16:07,37.68,483554660,United Kingdom
94102993,74358976,Choice Gift,20,2023-04-22 12:50:34,28.83,636501282,United Kingdom
67673356,84934896,The Gift,13,2023-06-04 17:47:46,98.85,359338241,United Kingdom
11945255,69019362,Central Gift,15,2022-12-29 21:29:35,98.1,688133897,United Kingdom
55066765,87987303,Themselves Gift,3,2023-06-13 01:16:24,76.06,735438037,United Kingdom
19391910,79189096,Participant Gift,11,2023-02-19 20:30:25,17.48,876953283,Australia
C39188643,92169352,Everything Gift,3,2023-01-30 22:28:44,77.27,172048755,United Kingdom
73376059,64826120,Organization Gift,16,2023-05-10 13:47:57,0.94,814515079,United Kingdom
52016184,23566954,Million Gift,8,2023-02-28 22:52:34,99.66,773439227,United Kingdom
34259621,96284416,Food Gift,12,2022-12-02 00:19:48,8.9,357629683,United Kingdom
80006811,48964298,Trouble Gift,17,2023-06-21 01:05:22,31.27,844397038,United Kingdom
46204232,84317111,View Gift,5,2023-02-06 10:10:27,97.59,234172454,United Kingdom
38547502,35862507,Tv Gift,20,2022-12-24 20:30:34,81.92,278310011,United Kingdom
25757943,50187715,Thousand Gift,20,2023-04-18 11:55:33,91.17,545595349,United Kingdom
67680839,47554438,Spring Gift,10,2022-12-15 07:50:31,25.72,651166180,United Kingdom
92107678,39732768,Miss Gift,1,2023-05-01 17:16:08,77.74,956748262,United Kingdom
93978998,34663863,Position Gift,20,2023-03-18 01:33:12,46.06,902075406,United Kingdom
56768071,60808136,Manager Gift,3,2023-01-12 04:38:35,71.12,206629587,United Kingdom
15838750,37390899,Soldier Gift,19,2023-02-28 07:38:35,31.47,184000518,United Kingdom
44745772,32063993,Either Gift,6,2023-06-23 22:33:31,75.84,336945731,United Kingdom
71774979,59744848,It Gift,12,2023-05-02 23:08:53,90.91,140136350,United Kingdom
67514555,86281368,Partner Gift,9,2023-03-31 05:52:21,24.41,235936666,United Kingdom
29689313,66041885,Heavy Gift,1,2023-06-04 16:53:20,71.57,197641006,United Kingdom
41203096,14439588,Top Gift,13,2023-05-30 04:26:12,25.63,397426976,United Kingdom
47640137,98666713,Game Gift,15,2023-03-26 01:41:44,5.47,295294496,United Kingdom
67635131,83258175,Teacher Gift,7,2023-01-10 13:08:17,12.62,752658182,United Kingdom
62764416,60787350,Same Gift,19,2022-12-16 02:47:40,79.75,963185273,United Kingdom
72132187,65464443,Attorney Gift,19,2023-01-18 12:16:05,58.26,332951261,United Kingdom
37435516,37949282,Office Gift,14,2023-06-28 12:13:53,49.91,865152298,United Kingdom
54134224,59792706,Bill Gift,19,2023-01-08 02:18:17,29.9,978793720,United Kingdom
16843659,28433319,Together Gift,6,2023-05-05 07:02:13,20.02,398175406,United Kingdom
88560155,55005847,Forward Gift,12,2023-04-23 14:48:12,65.08,323614340,United Kingdom
80372764,94414271,Hear Gift,9,2023-05-01 18:01:53,86.14,612202854,United Kingdom
53161323,66155158,There Gift,2,2023-02-10 22:02:10,35.43,402325821,United Kingdom
10903381,85338626,We Gift,9,2023-01-30 23:01:36,92.96,461221095,United Kingdom
27559109,32371090,Back Gift,11,2023-05-02 09:23:24,60.62,220676472,United Kingdom
43610614,82726729,Stuff Gift,10,2023-03-06 19:51:11,6.24,103076457,United Kingdom
60086897,60677135,Four Gift,11,2023-06-29 05:03:51,58.01,765004846,United Kingdom
72104744,11152810,Per Gift,5,2023-06-20 06:33:59,65.33,159278401,United Kingdom
45367805,23907075,Director Gift,18,2023-06-15 16:01:42,34.49,581980575,United Kingdom
93726717,58957575,Help Gift,3,2023-03-13 14:55:55,12.84,986842705,United Kingdom
62941246,12260483,Daughter Gift,1,2023-04-08 22:29:18,19.33,118333110,United Kingdom
57522918,43716230,Interview Gift,9,2023-06-07 00:46:29,50.6,311333679,United Kingdom
27132922,91990490,Sport Gift,10,2022-12-27 00:01:59,17.75,717752247,United Kingdom
52213491,45347184,Ago Gift,5,2023-01-09 22:47:12,63.53,634576860,United Kingdom
44319229,35194682,Themselves Gift,17,2023-02-19 22:00:41,94.87,172048755,United Kingdom
89714186,90922360,Author Gift,17,2023-02-07 11:49:06,72.81,617246662,United Kingdom
29005329,62668732,Term Gift,9,2023-04-02 20:49:44,80.21,984128470,United Kingdom
89635437,67338024,Anything Gift,16,2023-05-23 09:20:01,77.87,591525646,United Kingdom
48798145,14087096,Assume Gift,10,2023-06-27 15:05:40,49.31,380731534,United Kingdom
11316991,80597183,By Gift,4,2023-06-14 04:35:24,45.5,329742569,United Kingdom
29380428,57404508,Season Gift,16,2023-06-14 03:57:19,60.57,350130510,United Kingdom
92031265,59853057,Painting Gift,9,2023-02-05 07:03:19,52.13,941927977,United Kingdom
55614573,51520983,Watch Gift,10,2023-01-14 22:48:01,46.1,813314553,United Kingdom
60012064,44540432,Buy Gift,11,2023-03-06 09:42:04,22.47,804785416,United Kingdom
13648392,57345108,Almost Gift,14,2022-12-02 05:54:10,34.14,576260395,United Kingdom
59793428,18704759,Member Gift,1,2023-06-14 12:59:22,19.7,675062150,United Kingdom
89876073,71569348,Concern Gift,6,2023-03-27 05:27:02,46.21,682671431,United Kingdom
31505201,87711562,They Gift,19,2023-06-17 12:27:33,19.31,925704775,United Kingdom
74736028,14352975,Decade Gift,11,2023-04-08 01:08:35,37.12,638202024,United Kingdom
99214224,55935037,Media Gift,10,2023-06-13 11:17:03,96.81,721160373,United Kingdom
67247528,24722888,All Gift,12,2023-04-02 16:02:29,19.96,114603849,United Kingdom
19761235,39089775,Fire Gift,4,2023-01-25 05:08:14,34.77,210234727,United Kingdom
14590827,48625807,Item Gift,16,2023-04-27 03:36:32,71.92,953466318,United Kingdom
74535716,87610515,Industry Gift,10,2023-03-17 03:52:17,68.22,768867164,United Kingdom
61761591,12450630,Try Gift,9,2023-01-10 15:55:08,43.24,996106214,United Kingdom
64977774,58354753,Minute Gift,17,2023-03-12 17:30:47,55.25,382276175,United Kingdom
48774637,77164381,Election Gift,15,2023-03-05 13:06:50,42.6,138667689,United Kingdom
38121710,37687856,Lay Gift,19,2023-02-19 16:44:13,40.18,526202400,United Kingdom
95419793,98812971,Either Gift,7,2023-05-21 21:43:52,22.07,721461870,United Kingdom
45202594,77067139,Above Gift,5,2023-03-06 09:45:48,82.31,628819266,United Kingdom
16384256,14416276,Into Gift,2,2023-03-13 23:43:05,30.56,274469862,United Kingdom
54340053,50447515,Occur Gift,1,2023-01-18 22:40:55,98.2,473806538,United Kingdom
35720637,71150708,Rich Gift,15,2023-01-03 17:14:39,52.75,476968728,United Kingdom
17859183,31848844,Describe Gift,3,2023-05-28 23:50:28,28.29,348932328,United Kingdom
69307979,78744747,Argue Gift,20,2023-06-13 07:38:33,74.93,522487682,United Kingdom
61215564,68255754,End Gift,1,2023-01-01 09:53:10,19.01,319014143,United Kingdom
65294977,72343089,Personal Gift,9,2022-12-19 07:44:53,31.74,611173327,United Kingdom
44635269,89238625,Popular Gift,1,2023-02-06 01:01:42,91.72,318128731,United Kingdom
48167085,31170537,Try Gift,17,2023-01-25 08:19:50,49.49,749169172,United Kingdom
73693079,96638713,Most Gift,1,2023-06-24 19:39:33,70.21,577706540,United Kingdom
21154592,27635544,Knowledge Gift,5,2023-03-20 07:27:10,2.25,559961030,United Kingdom
74883607,94377311,Quite Gift,15,2023-05-06 04:13:09,95.89,721461870,United Kingdom
95591200,93856656,Serve Gift,13,2023-01-04 17:01:52,45.92,296947304,United Kingdom
56761116,16943682,Eat Gift,19,2023-06-16 02:55:01,24.88,646403937,United Kingdom
76041292,15272517,Until Gift,17,2023-04-18 21:37:26,78.52,654327341,United Kingdom
35477572,32162465,Create Gift,11,2022-12-28 23:57:24,64.95,393241113,United Kingdom
23589334,72642996,Democratic Gift,8,2023-06-08 12:56:43,91.73,891131194,United Kingdom
38564965,80921200,Throw Gift,3,2022-12-16 17:54:59,65.89,500260289,United Kingdom
79077348,27703240,High Gift,10,2023-01-15 08:26:23,42.61,714095445,United Kingdom
81618958,78713382,During Gift,13,2022-12-14 17:16:35,83.19,721415006,United Kingdom
18030524,31997301,Appear Gift,15,2022-12-30 09:30:47,90.48,219730949,United Kingdom
78547343,88532305,Camera Gift,9,2023-04-21 15:38:36,43.13,267140445,United Kingdom
75157401,28447920,Eat Gift,17,2022-12-11 09:40:51,45.06,678579515,United Kingdom
61701787,69816352,Moment Gift,17,2023-04-25 03:38:58,32.14,462332877,United Kingdom
21240951,90039086,Alone Gift,2,2022-12-07 15:04:05,61.26,235445800,United Kingdom
82797788,91248221,Ground Gift,8,2023-04-19 09:00:16,71.46,358816678,United Kingdom
98606605,12240593,Better Gift,18,2023-04-08 13:31:29,77.81,556146514,United Kingdom
63243561,12724681,Fill Gift,12,2022-12-10 14:43:15,22.51,771733210,United Kingdom
16423198,22340460,Picture Gift,5,2023-01-29 01:24:50,35.51,161533099,United Kingdom
55862648,20549683,Place Gift,17,2023-05-24 23:40:46,3.56,337634893,United Kingdom
44983087,47188911,End Gift,3,2023-05-03 14:44:19,16.04,215040157,United Kingdom
35256423,21098399,Realize Gift,8,2023-04-02 22:48:37,63.99,712000636,United Kingdom
12349094,61453889,At Gift,13,2023-05-09 23:05:53,56.09,769436852,United Kingdom
15211395,69573902,Day Gift,9,2023-06-25 14:35:14,52.44,423903314,United Kingdom
38012048,27973978,Send Gift,13,2023-06-28 03:45:03,65.5,605818540,United Kingdom
96835277,47188911,End Gift,1,2023-04-20 05:26:12,97.15,729216063,United Kingdom
43155032,57151850,Drive Gift,3,2023-01-17 03:35:05,83.94,356632216,United Kingdom
29652802,69235470,Necessary Gift,12,2023-01-13 05:56:58,74.37,603088033,United Kingdom
63994412,76490007,Itself Gift,16,2022-12-06 20:44:43,26.01,704992217,United Kingdom
48499862,83025338,Decision Gift,7,2023-05-17 05:38:43,11.96,682397619,United Kingdom
